scenario_id,scenario_class,perturbation_target,perturbation_value,alpha,horizon,nominal_support_world_count,true_support_world_count,support_expanded,nominal_zero_mass_true_world_count,nominal_zero_mass_true_prior_mass,total_variation_distance_from_nominal,true_good_mode_weight,local_state,local_open_offset,contamination_mass,nominal_policy_root_action,resynthesized_root_action,root_action_changed,nominal_policy_map_sha256,resynthesized_policy_map_sha256,nominal_policy_evaluation_status,nominal_policy_failure_reasons,nominal_policy_unsupported_world_count,nominal_policy_nested_objective_true_prior,resynthesized_nested_objective_true_prior,nested_objective_improvement_from_resynthesis,nominal_policy_mean_regret_true_prior,resynthesized_mean_regret_true_prior,nominal_policy_cvar95_regret_true_prior,resynthesized_cvar95_regret_true_prior,nominal_policy_worst_regret_true_prior,resynthesized_worst_regret_true_prior,nominal_policy_all_true_worlds_satisfied,nominal_policy_satisfied_true_prior_mass,resynthesized_all_true_worlds_satisfied,resynthesized_satisfied_true_prior_mass,hard_guarantee_retained_by_nominal_policy,exact_world_enumeration
mixture_good_0.45,prior_weight_error,good_mode_weight,-0.1,0.75,11,32,32,0,0,0,0.088185888,0.45,,,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,5.996441489,5.996441489,0,3.70242946732,3.70242946732,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
mixture_good_0.65,prior_weight_error,good_mode_weight,0.1,0.75,11,32,32,0,0,0,0.088185888,0.65,,,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.31279309849,6.31279309849,0,3.85200524351,3.85200524351,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
mixture_good_0.75,prior_weight_error,good_mode_weight,0.2,0.75,11,32,32,0,0,0,0.176371776,0.75,,,0,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.40656263043,6.36081125014,0.0457513802859,3.92679313161,4.52196976203,6.40656263043,6.36081125014,6.40656263043,6.36081125014,1,1,1,1,1,1
local_d0_minus_0.10,prior_weight_error,d0_open_probability,-0.1,0.75,11,32,32,0,0,0,0.1,0.55,d0,-0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.24176438087,6.24176438087,0,4.01721735542,4.01721735542,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d0_plus_0.10,prior_weight_error,d0_open_probability,0.1,0.75,11,32,32,0,0,0,0.1,0.55,d0,0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,5.97410991432,5.97410991432,0,3.53721735542,3.53721735542,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d1_minus_0.10,prior_weight_error,d1_open_probability,-0.1,0.75,11,32,32,0,0,0,0.1,0.55,d1,-0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.01710741902,6.01710741902,0,3.66117178166,3.66117178166,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d1_plus_0.10,prior_weight_error,d1_open_probability,0.1,0.75,11,32,32,0,0,0,0.1,0.55,d1,0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.25339023669,6.25339023669,0,3.89326292917,3.89326292917,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d2_minus_0.10,prior_weight_error,d2_open_probability,-0.1,0.75,11,32,32,0,0,0,0.1,0.55,d2,-0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.01710741902,6.01710741902,0,3.67796153225,3.67796153225,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d2_plus_0.10,prior_weight_error,d2_open_probability,0.1,0.75,11,32,32,0,0,0,0.1,0.55,d2,0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.25339023669,6.25339023669,0,3.87647317859,3.87647317859,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d3_minus_0.10,prior_weight_error,d3_open_probability,-0.1,0.75,11,32,32,0,0,0,0.1,0.55,d3,-0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.13524882786,6.13524882786,0,3.7038512404,3.7038512404,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d3_plus_0.10,prior_weight_error,d3_open_probability,0.1,0.75,11,32,32,0,0,0,0.1,0.55,d3,0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.13524882786,6.13524882786,0,3.85058347043,3.85058347043,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d4_minus_0.10,prior_weight_error,d4_open_probability,-0.1,0.75,11,32,32,0,0,0,0.1,0.55,d4,-0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.13524882786,6.13524882786,0,3.66476124526,3.66476124526,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
local_d4_plus_0.10,prior_weight_error,d4_open_probability,0.1,0.75,11,32,32,0,0,0,0.1,0.55,d4,0.1,0,d0,d0,0,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,complete,,0,6.13524882786,6.13524882786,0,3.88967346557,3.88967346557,6.40656263043,6.40656263043,6.40656263043,6.40656263043,1,1,1,1,1,1
support_d0_jam_0.001,missing_support_error,d0_jammed_dead_end_world,0.001,0.75,11,32,33,1,1,0.001,0.001,,,,0.001,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,undefined_on_expanded_support,undefined_out_of_support_history:1,1,,6.36081125014,,,3.79808226732,,6.36081125014,,6.36081125014,0,0.999,1,1,0,1
support_d0_jam_0.005,missing_support_error,d0_jammed_dead_end_world,0.005,0.75,11,32,33,1,1,0.005,0.005,,,,0.005,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,undefined_on_expanded_support,undefined_out_of_support_history:1,1,,6.36081125014,,,3.78287473071,,6.36081125014,,6.36081125014,0,0.995,1,1,0,1
support_d0_jam_0.010,missing_support_error,d0_jammed_dead_end_world,0.01,0.75,11,32,33,1,1,0.01,0.01,,,,0.01,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,undefined_on_expanded_support,undefined_out_of_support_history:1,1,,6.36081125014,,,3.76386530996,,6.36081125014,,6.36081125014,0,0.99,1,1,0,1
support_d0_jam_0.020,missing_support_error,d0_jammed_dead_end_world,0.02,0.75,11,32,33,1,1,0.02,0.02,,,,0.02,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,undefined_on_expanded_support,undefined_out_of_support_history:1,1,,6.36081125014,,,3.72584646844,,6.36081125014,,6.36081125014,0,0.98,1,1,0,1
support_d0_jam_0.050,missing_support_error,d0_jammed_dead_end_world,0.05,0.75,11,32,33,1,1,0.05,0.05,,,,0.05,d0,bl,1,F774D590279CE16E2AFE1201E18843F5CC8522F1120C72615197F772CDA19BF1,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,undefined_on_expanded_support,undefined_out_of_support_history:1,1,,6.36081125014,,,3.6117899439,,6.36081125014,,6.36081125014,0,0.95,1,1,0,1
nominal,nominal,none,0,0.9,11,32,32,0,0,0,0,0.55,,,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.80188415147,3.80188415147,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
mixture_good_0.35,prior_weight_error,good_mode_weight,-0.2,0.9,11,32,32,0,0,0,0.176371776,0.35,,,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.08179854091,3.08179854091,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
mixture_good_0.45,prior_weight_error,good_mode_weight,-0.1,0.9,11,32,32,0,0,0,0.088185888,0.45,,,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.44184134619,3.44184134619,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
mixture_good_0.65,prior_weight_error,good_mode_weight,0.1,0.9,11,32,32,0,0,0,0.088185888,0.65,,,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,4.16192695675,4.16192695675,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
mixture_good_0.75,prior_weight_error,good_mode_weight,0.2,0.9,11,32,32,0,0,0,0.176371776,0.75,,,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,4.52196976203,4.52196976203,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d0_minus_0.10,prior_weight_error,d0_open_probability,-0.1,0.9,11,32,32,0,0,0,0.1,0.55,d0,-0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.5664592895,3.5664592895,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d0_plus_0.10,prior_weight_error,d0_open_probability,0.1,0.9,11,32,32,0,0,0,0.1,0.55,d0,0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,4.03730901344,4.03730901344,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d1_minus_0.10,prior_weight_error,d1_open_probability,-0.1,0.9,11,32,32,0,0,0,0.1,0.55,d1,-0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.68583857772,3.68583857772,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d1_plus_0.10,prior_weight_error,d1_open_probability,0.1,0.9,11,32,32,0,0,0,0.1,0.55,d1,0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.91792972522,3.91792972522,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d2_minus_0.10,prior_weight_error,d2_open_probability,-0.1,0.9,11,32,32,0,0,0,0.1,0.55,d2,-0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.7026283283,3.7026283283,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d2_plus_0.10,prior_weight_error,d2_open_probability,0.1,0.9,11,32,32,0,0,0,0.1,0.55,d2,0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.90113997464,3.90113997464,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d3_minus_0.10,prior_weight_error,d3_open_probability,-0.1,0.9,11,32,32,0,0,0,0.1,0.55,d3,-0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.72851803645,3.72851803645,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d3_plus_0.10,prior_weight_error,d3_open_probability,0.1,0.9,11,32,32,0,0,0,0.1,0.55,d3,0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.87525026649,3.87525026649,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d4_minus_0.10,prior_weight_error,d4_open_probability,-0.1,0.9,11,32,32,0,0,0,0.1,0.55,d4,-0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.68942804132,3.68942804132,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
local_d4_plus_0.10,prior_weight_error,d4_open_probability,0.1,0.9,11,32,32,0,0,0,0.1,0.55,d4,0.1,0,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.91434026162,3.91434026162,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
support_d0_jam_0.001,missing_support_error,d0_jammed_dead_end_world,0.001,0.9,11,32,33,1,1,0.001,0.001,,,,0.001,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.79808226732,3.79808226732,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
support_d0_jam_0.005,missing_support_error,d0_jammed_dead_end_world,0.005,0.9,11,32,33,1,1,0.005,0.005,,,,0.005,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.78287473071,3.78287473071,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
support_d0_jam_0.010,missing_support_error,d0_jammed_dead_end_world,0.01,0.9,11,32,33,1,1,0.01,0.01,,,,0.01,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.76386530996,3.76386530996,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
support_d0_jam_0.020,missing_support_error,d0_jammed_dead_end_world,0.02,0.9,11,32,33,1,1,0.02,0.02,,,,0.02,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.72584646844,3.72584646844,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
support_d0_jam_0.050,missing_support_error,d0_jammed_dead_end_world,0.05,0.9,11,32,33,1,1,0.05,0.05,,,,0.05,bl,bl,0,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,complete,,0,6.36081125014,6.36081125014,0,3.6117899439,3.6117899439,6.36081125014,6.36081125014,6.36081125014,6.36081125014,1,1,1,1,1,1
