planning_alpha,dynamic_objective_mean,dynamic_objective_sd,exact_mean_regret_mean,exact_mean_regret_sd,exact_cvar95_regret_mean,exact_cvar95_regret_sd,exact_worst_regret_mean,exact_worst_regret_sd,root_action_counts,all_worlds_satisfied
0.0,12.652618493221585,0.9336253478350348,12.652618493221585,0.9336253478350351,30.748123939473697,1.2006060452758553,30.748123939473697,1.2006060452758553,"{'u1': 4, 'u0': 3, 'u6': 1, 'u2': 1, 'u3': 1}",True
0.25,23.076517458045945,1.6092094112302096,13.508326030130808,2.4158215055052215,30.43529779432929,1.4633779564005482,30.43529779432929,1.4633779564005482,"{'u0': 4, 'u1': 2, 'u7': 1, 'u6': 1, 'u2': 1, 'u3': 1}",True
0.5,26.69210904192563,0.5539657062001879,24.935014733541145,0.42539455132705795,26.94665106514435,0.5789252064309944,26.94665106514435,0.5789252064309944,{'g': 10},True
0.75,26.926098902116728,0.584511733262317,24.23519001750012,2.5216906357879667,26.92746157014858,0.584502650842965,26.92746157014858,0.584502650842965,"{'g': 9, 'u0': 1}",True
0.9,26.92746157014858,0.5845026508429652,24.23519001750012,2.5216906357879667,26.92746157014858,0.584502650842965,26.92746157014858,0.584502650842965,"{'g': 9, 'u0': 1}",True
