family,instance_id,non_hand_constructed,seed,prior_name,alpha,horizon,world_count,prior_probability_sum,static_candidates_considered,static_root_action,nested_root_action,root_action_difference,reachable_policy_difference,reachable_policy_difference_probability,common_reachable_information_state_count,common_reachable_action_difference_count,static_reachable_decision_history_count,static_action_mismatch_state_count,static_action_mismatch_probability,static_value_mismatch_state_count,static_value_mismatch_probability,max_static_conditional_cvar_improvement,static_root_cvar_regret,nested_root_dynamic_regret_value,exact_world_enumeration
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.30,0.75,5,8,1,142,u0,u0,0,1,0.7,4,1,7,0,0,0,0,0,17.420301509,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.30,0.9,5,8,1,142,u0,u0,0,0,0,4,0,4,0,0,0,0,0,25.0930431859,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.00087895806,9.05540941619,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.50,0.5,5,8,1,142,u0,u0,0,1,0.5,4,1,7,0,0,0,0,0,9.00131843709,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.50,0.75,5,8,1,142,u0,u0,0,1,0.5,4,1,7,1,0.5,2,0.5,1.27214328395,15.5097435562,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.50,0.9,5,8,1,142,u0,u0,0,0,0,4,0,4,0,0,0,0,0,25.0930431859,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,3.08024061564,4.58514144934,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.62036092345,10.0897615255,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.70,0.75,5,8,1,142,u0,u0,0,1,0.3,4,1,7,0,0,0,0,0,8.74214318331,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.70,0.9,5,8,1,142,u0,u0,0,1,0.3,4,1,7,1,0.3,2,0.3,1.27214328395,18.1160179813,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.621735169987,0.756782098432,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.93260275498,1.45347038967,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.86520550996,4.8167242315,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,independent_p0.90,0.9,5,8,1,142,u0,u0,0,1,0.1,4,1,7,0,0,0,0,0,4.6630137749,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,correlated_two_mode,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.60001473856,6.29113668768,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,correlated_two_mode,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.70729868165,11.255747128,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,9.74776575357,17.8571936135,1
random_multishortcut_m3,random_multishortcut_m3_seed024,1,24,correlated_two_mode,0.9,5,8,1,142,u0,u0,0,1,0.538654567527,4,1,7,1,0.538654567527,2,0.538654567527,1.27214328395,17.3879634201,25.0930431859,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.10,0.25,5,8,1,142,u1,u0,1,1,1,2,1,7,0,0,0,0,0,6.97840527923,7.51062806709,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.10,0.5,5,8,1,142,u1,u0,1,1,1,2,1,7,0,0,0,0,0,8.11288016914,8.91121435093,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.10,0.75,5,8,1,142,u1,u0,1,1,1,2,1,7,0,0,0,0,0,11.5163048389,13.1129732025,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.10,0.9,5,8,1,142,u1,u0,1,1,1,1,1,7,0,0,0,0,0,21.7265788481,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.30,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.92859917645,11.5859747102,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.30,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,10.8442827042,17.314732054,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.30,0.75,5,8,1,142,u0,u0,0,1,0.7,4,1,7,0,0,0,0,0,17.0626265229,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.30,0.9,5,8,1,142,u0,u0,0,0,0,4,0,4,0,0,0,0,0,24.3936131248,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,5.94513092648,8.90048373932,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.50,0.5,5,8,1,142,u0,u0,0,1,0.5,4,1,7,0,0,0,0,0,8.91769638973,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.50,0.75,5,8,1,142,u0,u0,0,1,0.5,4,1,7,1,0.5,2,0.5,1.32463663226,15.2138526282,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.50,0.9,5,8,1,142,u0,u0,0,0,0,4,0,4,0,0,0,0,0,24.3936131248,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,3.06390461991,4.51999579201,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.59585692987,9.88773954884,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.70,0.75,5,8,1,142,u0,u0,0,1,0.3,4,1,7,0,0,0,0,0,8.6674058295,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.70,0.9,5,8,1,142,u0,u0,0,1,0.3,4,1,7,1,0.3,2,0.3,1.32463663226,17.7362043469,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.62948308923,0.760146857599,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.944224633844,1.44817641448,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.88844926769,4.74408959742,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,independent_p0.90,0.9,5,8,1,142,u0,u0,0,1,0.1,4,1,7,0,0,0,0,0,4.72112316922,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,correlated_two_mode,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.02355924515,5.35983201464,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,correlated_two_mode,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.03533886772,10.8524522236,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,9.17907617519,18.6960613711,1
random_multishortcut_m3,random_multishortcut_m3_seed025,1,25,correlated_two_mode,0.9,5,8,1,142,u0,u0,0,1,0.455213329814,4,1,7,1,0.455213329814,2,0.455213329814,2.5227641103,15.2312340457,24.3936131248,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.10,0.25,5,8,1,142,u2,u0,1,1,1,2,1,7,0,0,0,0,0,7.17878579766,7.83296944543,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.10,0.5,5,8,1,142,u2,u0,1,1,1,1,1,7,0,0,0,0,0,8.57322988897,9.54780671798,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.10,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,12.3766672483,14.1104849926,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.10,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,23.4639754557,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.30,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,8.31001572925,12.4210536907,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.30,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,11.6341086837,18.6731632673,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.30,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,18.3994025708,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.30,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,25.9615779015,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.15637046846,9.43675540587,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.50,0.5,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,9.23455570269,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.50,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,16.39182413,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.50,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,25.9615779015,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,3.09618072567,4.70296927544,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.6442710885,10.5060160801,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.70,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,8.87308472192,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.70,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,19.0667808917,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.589503548773,0.734237993009,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.884255323159,1.44430675673,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.76851064632,4.94631211675,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,independent_p0.90,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,4.4212766158,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,correlated_two_mode,0.25,5,8,1,142,u0,u1,1,1,1,2,1,7,0,0,0,0,0,5.47598052243,6.95365503946,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,correlated_two_mode,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.52294069731,9.93035801615,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,10.0607529513,14.875587589,1
random_multishortcut_m3,random_multishortcut_m3_seed026,1,26,correlated_two_mode,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,17.6741897132,25.9615779015,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.10,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.60449973968,7.14203588822,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.10,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.75030047735,8.55660470015,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.10,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,11.1877026903,12.8003111359,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.10,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,21.4999093293,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.30,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.48139090175,11.2626706774,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.30,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,10.5009457879,17.0440175717,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.30,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,16.7893951856,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.30,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,23.3472858938,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,5.5750052552,8.60444981758,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.50,0.5,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,8.36250788279,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.50,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,1,0.5,2,0.5,1.16446124887,14.9221643538,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.50,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,23.3472858938,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,2.80470289005,4.29138219984,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.20705433507,9.62399929842,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.70,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,8.05353838779,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.70,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,1,0.3,2,0.3,1.16446124887,17.4295688518,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.528469865749,0.662221593239,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.792704798623,1.30971344361,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.58540959725,4.51771320975,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,independent_p0.90,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,3.96352399311,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,correlated_two_mode,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.00974544314,5.48675658263,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,correlated_two_mode,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,5.97295502603,9.90990480874,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,8.70959730104,15.5069113531,1
random_multishortcut_m3,random_multishortcut_m3_seed027,1,27,correlated_two_mode,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,1,0.511554789929,2,0.511554789929,1.16446124887,15.3046458561,23.3472858938,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.10,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.75576064669,7.35536198326,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.10,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,8.03385823254,8.9332602374,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.10,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,11.8681509901,13.6669549998,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.10,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,23.3710292627,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.30,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.90273296191,12.0209910186,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.30,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,11.1112480365,18.4006497622,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.30,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,18.1166280764,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.30,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,26.8411465974,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,5.96364363227,9.29204989965,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.50,0.5,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,8.9454654484,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.50,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,16.033802381,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.50,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,26.8411465974,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,3.01209564163,4.65213340905,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.51814346245,10.4782049871,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.70,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,8.66486122174,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.70,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,18.8764602806,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.562871313975,0.710033326929,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.844306970962,1.41186213401,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.68861394192,4.90459712971,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,independent_p0.90,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,4.22153485481,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,correlated_two_mode,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.42700505291,6.19922926603,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,correlated_two_mode,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.48099361388,10.7451922612,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,9.58954692602,17.2908190474,1
random_multishortcut_m3,random_multishortcut_m3_seed028,1,28,correlated_two_mode,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,17.6745191025,26.8411465974,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.10,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,6.89341796531,7.43876272341,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.10,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,8.05586337073,8.87388050787,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.10,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,11.543199587,13.1792338613,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.10,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,22.0052082357,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.30,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,7.85147906528,11.6244574313,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.30,0.5,5,8,1,142,u1,u0,1,1,1,2,1,7,0,0,0,0,0,10.8511493193,17.4845872146,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.30,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,17.2262660134,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.30,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,25.2500749435,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.50,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,5.88142458968,8.92261627317,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.50,0.5,5,8,1,142,u1,g,1,1,1,1,1,7,0,0,0,0,0,8.79403723067,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.50,0.75,5,8,1,142,u0,g,1,1,1,1,1,7,0,0,0,0,0,15.3319105379,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.50,0.9,5,8,1,142,g,g,0,0,0,1,0,1,0,0,0,0,0,25.2500749435,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.70,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,3.00393337166,4.50059535737,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.70,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,4.5059000575,9.94927298716,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.70,0.75,5,8,1,142,u1,g,1,1,1,1,1,7,0,0,0,0,0,8.51335991185,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.70,0.9,5,8,1,142,u1,g,1,1,1,1,1,7,0,0,0,0,0,17.8991538945,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.90,0.25,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.596718484327,0.731122754195,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.90,0.5,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,0.895077726491,1.41378987383,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.90,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,1.79015545298,4.73021420289,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,independent_p0.90,0.9,5,8,1,142,u1,g,1,1,1,1,1,7,0,0,0,0,0,4.42480925553,25.2500749435,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,correlated_two_mode,0.25,5,8,1,142,u0,u0,0,1,0.575025093835,4,1,7,1,0.575025093835,2,0.575025093835,0.19527379988,5.1892436327,6.97314131098,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,correlated_two_mode,0.5,5,8,1,142,u2,u0,1,1,1,2,1,7,0,0,0,0,0,7.40731870817,11.3203473313,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,correlated_two_mode,0.75,5,8,1,142,u0,u0,0,0,0,7,0,7,0,0,0,0,0,10.3904914775,17.9428975849,1
random_multishortcut_m3,random_multishortcut_m3_seed029,1,29,correlated_two_mode,0.9,5,8,1,142,u0,g,1,1,1,1,1,7,1,0.575025093835,2,0.575025093835,2.49905931105,18.9295330773,25.2500749435,1
