planning_alpha,dynamic_objective_mean,dynamic_objective_sd,exact_mean_cost_mean,exact_mean_cost_sd,exact_mean_regret_mean,exact_mean_regret_sd,exact_cvar95_regret_mean,exact_cvar95_regret_sd,exact_worst_regret_mean,exact_worst_regret_sd,root_action_counts,all_worlds_satisfied
0.0,12.121570181602532,1.007377938307671,18.165517234085,1.0510925850951658,12.12157018160253,1.0073779383076704,30.864935783142442,1.0263957351628676,30.864935783142442,1.0263957351628676,"{'u0': 4, 'u1': 5, 'u2': 1}",True
0.25,23.22542849282671,1.888827820340836,18.79040801526552,1.9643977307623923,12.746460962783047,2.0070156198979885,31.07364903249164,1.0744304002657417,31.07364903249164,1.0744304002657417,"{'u0': 2, 'u1': 3, 'u7': 1, 'u6': 1, 'u2': 2, 'u3': 1}",True
0.5,26.591750002709936,0.582970204603305,30.0,1.6747652892626934e-15,23.956052947517527,0.3297379873632711,26.90684060616855,0.5202931894126309,26.90684060616855,0.5202931894126309,{'g': 10},True
0.75,26.902406397778982,0.5218614677056682,30.0,1.6747652892626934e-15,23.956052947517527,0.3297379873632711,26.90684060616855,0.5202931894126309,26.90684060616855,0.5202931894126309,{'g': 10},True
0.9,26.90684060616855,0.5202931894126305,30.0,1.6747652892626934e-15,23.956052947517527,0.3297379873632711,26.90684060616855,0.5202931894126309,26.90684060616855,0.5202931894126309,{'g': 10},True
