seed,p_open,alpha,cost_root_action,regret_root_action,root_action_disagree,behavior_disagree,behavior_disagreement_world_fraction,behavior_disagreement_prior_mass,cost_mean_cost,cost_mean_regret,cost_cvar95_regret,cost_worst_regret,cost_worst_cost,regret_mean_cost,regret_mean_regret,regret_cvar95_regret,regret_worst_regret,regret_worst_cost,delta_mean_cost_regret_minus_cost,delta_mean_regret_regret_minus_cost,delta_cvar95_regret_regret_minus_cost,delta_worst_regret_regret_minus_cost,delta_worst_cost_regret_minus_cost
0,0.5,0.75,g,g,0,0,0.0,0.0,30.000000000000004,25.14938837644813,25.68342325518909,25.68342325518909,30.0,30.000000000000004,25.14938837644813,25.68342325518909,25.68342325518909,30.0,0.0,0.0,0.0,0.0,0.0
0,0.5,0.9,g,g,0,0,0.0,0.0,30.000000000000004,25.14938837644813,25.68342325518909,25.68342325518909,30.0,30.000000000000004,25.14938837644813,25.68342325518909,25.68342325518909,30.0,0.0,0.0,0.0,0.0,0.0
0,0.7,0.25,u0,u0,0,0,0.0,0.0,7.168564819590099,2.6612183811369343,30.12800739830832,30.12800739830832,35.2573657828158,7.168564819590099,2.6612183811369343,30.12800739830832,30.12800739830832,35.2573657828158,0.0,0.0,0.0,0.0,0.0
0,0.7,0.5,u0,u0,0,0,0.0,0.0,7.168564819590099,2.6612183811369343,30.12800739830832,30.12800739830832,35.2573657828158,7.168564819590099,2.6612183811369343,30.12800739830832,30.12800739830832,35.2573657828158,0.0,0.0,0.0,0.0,0.0
0,0.7,0.75,g,g,0,0,0.0,0.0,30.000000000000004,25.492653561546838,25.68342325518909,25.68342325518909,30.0,30.000000000000004,25.492653561546838,25.68342325518909,25.68342325518909,30.0,0.0,0.0,0.0,0.0,0.0
0,0.7,0.9,g,g,0,0,0.0,0.0,30.000000000000004,25.492653561546838,25.68342325518909,25.68342325518909,30.0,30.000000000000004,25.492653561546838,25.68342325518909,25.68342325518909,30.0,0.0,0.0,0.0,0.0,0.0
0,0.9,0.25,u0,u0,0,0,0.0,0.0,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,0.0,0.0,0.0,0.0,0.0
0,0.9,0.5,u0,u0,0,0,0.0,0.0,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,0.0,0.0,0.0,0.0,0.0
0,0.9,0.75,u0,u0,0,0,0.0,0.0,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,0.0,0.0,0.0,0.0,0.0
0,0.9,0.9,u0,u0,0,1,0.5,0.06555781484749512,4.8146899782401205,0.4580740743958853,7.56122860758247,30.156723214995576,35.06393495414534,4.655706131117319,0.29909022727308393,5.1986241748637685,30.12800739830832,35.2573657828158,-0.15898384712280134,-0.1589838471228014,-2.362604432718702,-0.028715816687256535,0.1934308286704649
