seed,p_open,alpha,cost_root_action,regret_root_action,root_action_disagree,behavior_disagree,behavior_disagreement_world_fraction,behavior_disagreement_prior_mass,cost_mean_cost,cost_mean_regret,cost_cvar95_regret,cost_worst_regret,cost_worst_cost,regret_mean_cost,regret_mean_regret,regret_cvar95_regret,regret_worst_regret,regret_worst_cost,delta_mean_cost_regret_minus_cost,delta_mean_regret_regret_minus_cost,delta_cvar95_regret_regret_minus_cost,delta_worst_regret_regret_minus_cost,delta_worst_cost_regret_minus_cost
5,0.1,0.25,g,g,0,0,0.0,0.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.1,0.5,g,g,0,0,0.0,0.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.1,0.75,g,g,0,0,0.0,0.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.1,0.9,g,g,0,0,0.0,0.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,30.000000000000004,14.793596451351261,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.3,0.25,u4,u0,1,1,1.0,0.9999999999999993,19.71899929861555,12.943119089694832,31.23159983682702,31.23159983682702,34.380483522569335,19.333015054342788,12.557134845422071,29.12706782341997,29.12706782341997,35.08424542110309,-0.38598424427276257,-0.3859842442727608,-2.1045320134070487,-2.1045320134070487,0.7037618985337559
5,0.3,0.5,g,g,0,0,0.0,0.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.3,0.75,g,g,0,0,0.0,0.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.3,0.9,g,g,0,0,0.0,0.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,30.000000000000004,23.224119791079286,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.5,0.25,u0,u0,0,1,0.5,0.4877098305110297,12.13924368389034,7.3049936689936645,29.12706782341997,29.12706782341997,35.08424542110309,12.060782226083548,7.226532211186873,28.575951213683744,28.575951213683744,35.25316056391432,-0.07846145780679237,-0.07846145780679148,-0.5511166097362263,-0.5511166097362263,0.16891514281122966
5,0.5,0.5,g,u0,1,1,1.0,1.0,30.0,25.16574998510332,26.851116314257684,26.851116314257684,30.0,17.663343111725986,12.829093096829311,26.95214665735262,26.95214665735262,32.90932425503574,-12.336656888274014,-12.33665688827401,0.10103034309493708,0.10103034309493708,2.9093242550357417
5,0.5,0.75,g,g,0,0,0.0,0.0,30.0,25.16574998510332,26.851116314257684,26.851116314257684,30.0,30.0,25.16574998510332,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.5,0.9,g,g,0,0,0.0,0.0,30.0,25.16574998510332,26.851116314257684,26.851116314257684,30.0,30.0,25.16574998510332,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.7,0.25,u0,u0,0,0,0.0,0.0,6.887851515787216,2.8603858078818214,28.575951213683744,28.575951213683744,35.25316056391432,6.887851515787216,2.8603858078818214,28.575951213683744,28.575951213683744,35.25316056391432,0.0,0.0,0.0,0.0,0.0
5,0.7,0.5,u0,u0,0,1,0.5,0.2877098305110299,7.07923303963142,3.0517673317260257,29.506720446745874,29.506720446745874,35.463898044428994,6.887851515787216,2.8603858078818214,28.575951213683744,28.575951213683744,35.25316056391432,-0.19138152384420426,-0.19138152384420426,-0.9307692330621293,-0.9307692330621293,-0.21073748051467334
5,0.7,0.75,g,g,0,0,0.0,0.0,30.000000000000004,25.972534292094608,26.851116314257684,26.851116314257684,30.0,30.000000000000004,25.972534292094608,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.7,0.9,g,g,0,0,0.0,0.0,30.000000000000004,25.972534292094608,26.851116314257684,26.851116314257684,30.0,30.000000000000004,25.972534292094608,26.851116314257684,26.851116314257684,30.0,0.0,0.0,0.0,0.0,0.0
5,0.9,0.25,u0,u0,0,0,0.0,0.0,3.8258535023865154,0.4256405066183504,6.318607641186487,28.575951213683744,35.25316056391432,3.8258535023865154,0.4256405066183504,6.318607641186487,28.575951213683744,35.25316056391432,0.0,0.0,0.0,0.0,0.0
5,0.9,0.5,u0,u0,0,0,0.0,0.0,3.8258535023865154,0.4256405066183504,6.318607641186487,28.575951213683744,35.25316056391432,3.8258535023865154,0.4256405066183504,6.318607641186487,28.575951213683744,35.25316056391432,0.0,0.0,0.0,0.0,0.0
5,0.9,0.75,u0,u0,0,0,0.0,0.0,3.907388651350245,0.5071756555820799,6.887966522962149,29.506720446745874,35.463898044428994,3.907388651350245,0.5071756555820799,6.887966522962149,29.506720446745874,35.463898044428994,0.0,0.0,0.0,0.0,0.0
5,0.9,0.9,u3,u3,0,0,0.0,0.0,7.722802351264741,4.322589355496575,8.667370484715825,32.11767313166727,35.26655681740958,7.722802351264741,4.322589355496575,8.667370484715825,32.11767313166727,35.26655681740958,0.0,0.0,0.0,0.0,0.0
6,0.1,0.25,g,u0,1,1,1.0,0.9999999999999997,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,27.73116374294761,12.010222877461562,29.394617504282827,29.394617504282827,35.224156239522664,-2.2688362570523886,-2.2688362570523886,1.958765911487479,1.958765911487479,5.224156239522664
6,0.1,0.5,g,g,0,0,0.0,0.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.1,0.75,g,g,0,0,0.0,0.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.1,0.9,g,g,0,0,0.0,0.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,30.0,14.27905913451395,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.3,0.25,u0,u0,0,0,0.0,0.0,18.140501069790464,12.113734464954623,29.394617504282827,29.394617504282827,35.224156239522664,18.140501069790464,12.113734464954623,29.394617504282827,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.3,0.5,g,g,0,0,0.0,0.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.3,0.75,g,g,0,0,0.0,0.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.3,0.9,g,g,0,0,0.0,0.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,30.0,23.973233395164158,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.5,0.25,u0,u0,0,0,0.0,0.0,10.821948464155104,6.957645301143943,29.394617504282827,29.394617504282827,35.224156239522664,10.821948464155104,6.957645301143943,29.394617504282827,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.5,0.5,g,u0,1,1,1.0,1.0,30.0,26.13569683698884,27.43585159279535,27.43585159279535,30.0,10.821948464155104,6.957645301143943,29.394617504282827,29.394617504282827,35.224156239522664,-19.178051535844894,-19.178051535844894,1.958765911487479,1.958765911487479,5.224156239522664
6,0.5,0.75,g,g,0,0,0.0,0.0,30.0,26.13569683698884,27.43585159279535,27.43585159279535,30.0,30.0,26.13569683698884,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.5,0.9,g,g,0,0,0.0,0.0,30.0,26.13569683698884,27.43585159279535,27.43585159279535,30.0,30.0,26.13569683698884,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.7,0.25,u0,u0,0,0,0.0,0.0,5.775505926041531,2.640988636697685,29.393866808467116,29.394617504282827,35.224156239522664,5.775505926041531,2.640988636697685,29.393866808467116,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.7,0.5,u0,u0,0,0,0.0,0.0,5.775505926041531,2.640988636697685,29.393866808467116,29.394617504282827,35.224156239522664,5.775505926041531,2.640988636697685,29.393866808467116,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.7,0.75,g,g,0,0,0.0,0.0,30.0,26.865482710656153,27.43585159279535,27.43585159279535,30.0,30.0,26.865482710656153,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.7,0.9,g,g,0,0,0.0,0.0,30.0,26.865482710656153,27.43585159279535,27.43585159279535,30.0,30.0,26.865482710656153,27.43585159279535,27.43585159279535,30.0,0.0,0.0,0.0,0.0,0.0
6,0.9,0.25,u0,u0,0,0,0.0,0.0,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.9,0.5,u0,u0,0,0,0.0,0.0,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.9,0.75,u0,u0,0,0,0.0,0.0,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
6,0.9,0.9,u0,u0,0,0,0.0,0.0,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,3.0011734554497433,0.3140975719370406,5.194361431073883,29.394617504282827,35.224156239522664,0.0,0.0,0.0,0.0,0.0
7,0.1,0.25,g,g,0,0,0.0,0.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.1,0.5,g,u0,1,1,1.0,0.999999999999999,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,29.06280473334199,11.874223677539598,31.96417354180231,31.96417354180231,34.78390820164357,-0.9371952666580086,-0.9371952666580103,4.667413513747295,4.667413513747295,4.78390820164357
7,0.1,0.75,g,g,0,0,0.0,0.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.1,0.9,g,g,0,0,0.0,0.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,30.0,12.811418944197609,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.3,0.25,g,u2,1,1,1.0,1.0000000000000002,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,23.54019717521788,17.97619801788131,30.02077558512681,30.02077558512681,32.724015557071795,-6.45980282478212,-6.45980282478212,2.7240155570717945,2.7240155570717945,2.7240155570717945
7,0.3,0.5,g,g,0,0,0.0,0.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.3,0.75,g,g,0,0,0.0,0.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.3,0.9,g,g,0,0,0.0,0.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,30.0,24.43600084266343,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.5,0.25,u0,u0,0,0,0.0,0.0,11.537706543408543,8.23328959401002,31.96417354180231,31.96417354180231,34.78390820164357,11.537706543408543,8.23328959401002,31.96417354180231,31.96417354180231,34.78390820164357,0.0,0.0,0.0,0.0,0.0
7,0.5,0.5,g,g,0,0,0.0,0.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.5,0.75,g,g,0,0,0.0,0.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.5,0.9,g,g,0,0,0.0,0.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,30.0,26.695583050601478,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.25,u0,u0,0,0,0.0,0.0,6.272717347741356,3.411993941123644,31.96417354180231,31.96417354180231,34.78390820164357,6.272717347741356,3.411993941123644,31.96417354180231,31.96417354180231,34.78390820164357,0.0,0.0,0.0,0.0,0.0
7,0.7,0.5,u0,u0,0,0,0.0,0.0,6.272717347741356,3.411993941123644,31.96417354180231,31.96417354180231,34.78390820164357,6.272717347741356,3.411993941123644,31.96417354180231,31.96417354180231,34.78390820164357,0.0,0.0,0.0,0.0,0.0
7,0.7,0.75,g,g,0,0,0.0,0.0,30.000000000000004,27.13927659338229,27.296760028055015,27.296760028055015,30.0,30.000000000000004,27.13927659338229,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.9,g,g,0,0,0.0,0.0,30.000000000000004,27.13927659338229,27.296760028055015,27.296760028055015,30.0,30.000000000000004,27.13927659338229,27.296760028055015,27.296760028055015,30.0,0.0,0.0,0.0,0.0,0.0
7,0.9,0.25,u0,u0,0,0,0.0,0.0,3.3394347516071865,0.6090959872923549,8.591378780486814,31.96417354180231,34.78390820164357,3.3394347516071865,0.6090959872923549,8.591378780486814,31.96417354180231,34.78390820164357,0.0,0.0,0.0,0.0,0.0
7,0.9,0.5,u0,u0,0,0,0.0,0.0,3.3394347516071865,0.6090959872923549,8.591378780486814,31.96417354180231,34.78390820164357,3.3394347516071865,0.6090959872923549,8.591378780486814,31.96417354180231,34.78390820164357,0.0,0.0,0.0,0.0,0.0
7,0.9,0.75,u2,u2,0,0,0.0,0.0,4.167748031621988,1.437409267307157,9.692765045401334,33.007687783267734,35.710927755212715,4.167748031621988,1.437409267307157,9.692765045401334,33.007687783267734,35.710927755212715,0.0,0.0,0.0,0.0,0.0
7,0.9,0.9,u2,u2,0,0,0.0,0.0,6.052397678720218,3.3220589144053867,30.02077558512681,30.02077558512681,32.724015557071795,6.052397678720218,3.3220589144053867,30.02077558512681,30.02077558512681,32.724015557071795,0.0,0.0,0.0,0.0,0.0
8,0.1,0.25,g,u1,1,1,1.0,1.0000000000000002,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,26.90842857127435,10.660324139314225,31.00604214470363,31.00604214470363,34.309054291584,-3.0915714287256506,-3.0915714287256524,4.3090542915839976,4.3090542915839976,4.3090542915839976
8,0.1,0.5,g,u1,1,1,1.0,1.0000000000000002,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,26.90842857127435,10.660324139314225,31.00604214470363,31.00604214470363,34.309054291584,-3.0915714287256506,-3.0915714287256524,4.3090542915839976,4.3090542915839976,4.3090542915839976
8,0.1,0.75,g,g,0,0,0.0,0.0,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.1,0.9,g,g,0,0,0.0,0.0,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,30.0,13.751895568039878,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.3,0.25,u1,u1,0,1,0.5,0.6537704964165625,18.37657388378752,12.695827402276707,31.088246970675424,31.088246970675424,34.39125911755579,17.74140620491195,12.060659723401141,31.00604214470363,31.00604214470363,34.309054291584,-0.6351676788755682,-0.6351676788755665,-0.08220482597179313,-0.08220482597179313,-0.08220482597179313
8,0.3,0.5,g,g,0,0,0.0,0.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.3,0.75,g,g,0,0,0.0,0.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.3,0.9,g,g,0,0,0.0,0.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,30.000000000000004,24.31925351848919,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.5,0.25,u1,u1,0,0,0.0,0.0,10.81923142843058,7.122487454285413,31.00604214470363,31.00604214470363,34.309054291584,10.81923142843058,7.122487454285413,31.00604214470363,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.5,0.5,u6,u6,0,0,0.0,0.0,13.206201793690735,9.509457819545569,31.088246970675424,31.088246970675424,34.39125911755579,13.206201793690735,9.509457819545569,31.088246970675424,31.088246970675424,34.39125911755579,0.0,0.0,0.0,0.0,0.0
8,0.5,0.75,g,g,0,0,0.0,0.0,30.0,26.303256025854832,26.696987853119634,26.696987853119634,30.0,30.0,26.303256025854832,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.5,0.9,g,g,0,0,0.0,0.0,30.0,26.303256025854832,26.696987853119634,26.696987853119634,30.0,30.0,26.303256025854832,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.7,0.25,u1,u1,0,0,0.0,0.0,6.141904241830244,2.7514452814826735,30.983527574571184,31.00604214470363,34.309054291584,6.141904241830244,2.7514452814826735,30.983527574571184,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.7,0.5,u1,u1,0,0,0.0,0.0,6.141904241830244,2.7514452814826735,30.983527574571184,31.00604214470363,34.309054291584,6.141904241830244,2.7514452814826735,30.983527574571184,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.7,0.75,g,g,0,0,0.0,0.0,30.0,26.609541039652427,26.696987853119634,26.696987853119634,30.0,30.0,26.609541039652427,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.7,0.9,g,g,0,0,0.0,0.0,30.0,26.609541039652427,26.696987853119634,26.696987853119634,30.0,30.0,26.609541039652427,26.696987853119634,26.696987853119634,30.0,0.0,0.0,0.0,0.0,0.0
8,0.9,0.25,u1,u1,0,0,0.0,0.0,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.9,0.5,u1,u1,0,0,0.0,0.0,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.9,0.75,u1,u1,0,0,0.0,0.0,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,3.709424645110937,0.3866531682298571,5.313811548412254,31.00604214470363,34.309054291584,0.0,0.0,0.0,0.0,0.0
8,0.9,0.9,u1,u1,0,0,0.0,0.0,3.9198078608336413,0.5970363839525612,9.146472916109069,31.088246970675424,34.39125911755579,3.9198078608336413,0.5970363839525612,9.146472916109069,31.088246970675424,34.39125911755579,0.0,0.0,0.0,0.0,0.0
9,0.1,0.25,g,u3,1,1,1.0,1.0000000000000009,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,28.570800199328158,12.03205774182887,29.534885740352074,29.534885740352074,32.264702919604176,-1.4291998006718458,-1.429199800671844,2.2647029196041757,2.2647029196041757,2.2647029196041757
9,0.1,0.5,g,u3,1,1,1.0,1.0000000000000009,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,28.026765278492064,11.488022820992777,32.32239512758272,32.32239512758272,35.052212306834825,-1.9732347215079393,-1.9732347215079376,5.052212306834825,5.052212306834825,5.052212306834825
9,0.1,0.75,g,g,0,0,0.0,0.0,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.1,0.9,g,g,0,0,0.0,0.0,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,30.000000000000004,13.461257542500714,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.3,0.25,u3,u3,0,0,0.0,0.0,19.5040378909873,13.88153871668577,32.32239512758272,32.32239512758272,35.052212306834825,19.5040378909873,13.88153871668577,32.32239512758272,32.32239512758272,35.052212306834825,0.0,0.0,0.0,0.0,0.0
9,0.3,0.5,g,g,0,0,0.0,0.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.3,0.75,g,g,0,0,0.0,0.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.3,0.9,g,g,0,0,0.0,0.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,30.0,24.377500825698473,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.5,0.25,u1,u1,0,0,0.0,0.0,11.524316936632884,8.1326950512425,31.542532380586877,31.542532380586877,34.27234955983898,11.524316936632884,8.1326950512425,31.542532380586877,31.542532380586877,34.27234955983898,0.0,0.0,0.0,0.0,0.0
9,0.5,0.5,g,g,0,0,0.0,0.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.5,0.75,g,g,0,0,0.0,0.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,g,g,0,0,0.0,0.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,30.0,26.608378114609618,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.7,0.25,u1,u1,0,1,0.5,0.3126688068604958,6.451535444213567,3.547981044557868,31.542532380586877,31.542532380586877,34.27234955983898,6.2796789926279475,3.376124592972248,30.919343554693643,30.919343554693643,34.612286010643224,-0.17185645158561957,-0.17185645158562002,-0.6231888258932337,-0.6231888258932337,0.3399364508042453
9,0.7,0.5,u0,u0,0,0,0.0,0.0,6.443222375577911,3.5396679759222116,32.015420047483715,32.015420047483715,34.86934229001259,6.443222375577911,3.5396679759222116,32.015420047483715,32.015420047483715,34.86934229001259,0.0,0.0,0.0,0.0,0.0
9,0.7,0.75,g,g,0,0,0.0,0.0,30.0,27.0964456003443,27.2701828207479,27.2701828207479,30.0,30.0,27.0964456003443,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.7,0.9,g,g,0,0,0.0,0.0,30.0,27.0964456003443,27.2701828207479,27.2701828207479,30.0,30.0,27.0964456003443,27.2701828207479,27.2701828207479,30.0,0.0,0.0,0.0,0.0,0.0
9,0.9,0.25,u0,u0,0,0,0.0,0.0,3.3534085335464017,0.5984324298088788,9.171304241268299,30.919343554693643,34.612286010643224,3.3534085335464017,0.5984324298088788,9.171304241268299,30.919343554693643,34.612286010643224,0.0,0.0,0.0,0.0,0.0
9,0.9,0.5,u0,u0,0,0,0.0,0.0,3.437162170051781,0.682186066314258,8.519690954567158,32.015420047483715,34.86934229001259,3.437162170051781,0.682186066314258,8.519690954567158,32.015420047483715,34.86934229001259,0.0,0.0,0.0,0.0,0.0
9,0.9,0.75,u0,u0,0,0,0.0,0.0,3.437162170051781,0.682186066314258,8.519690954567158,32.015420047483715,34.86934229001259,3.437162170051781,0.682186066314258,8.519690954567158,32.015420047483715,34.86934229001259,0.0,0.0,0.0,0.0,0.0
9,0.9,0.9,u3,u3,0,0,0.0,0.0,5.667803300788666,2.912827197051143,9.742011832232816,32.32239512758272,35.052212306834825,5.667803300788666,2.912827197051143,9.742011832232816,32.32239512758272,35.052212306834825,0.0,0.0,0.0,0.0,0.0
